row_index,path,expected_sha256,actual_sha256,exists_now,sha256_match,role,required
81,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b33_external_evidence_publication_claim_lock_addendum_publication_claim_lock.md,1696647c50236ac53467e86a297f1acbb495cd186177dde2e559b3bb28a920d7,1696647c50236ac53467e86a297f1acbb495cd186177dde2e559b3bb28a920d7,True,True,replication_high_value_artifact,True
82,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b33_external_evidence_publication_claim_lock_addendum_scope_manifest.json,d25ec6281b1af7beadd9732411474b99951fb1ed239592c4c053ae9ec9e0156f,d25ec6281b1af7beadd9732411474b99951fb1ed239592c4c053ae9ec9e0156f,True,True,lineage_manifest:stage3b33_external_evidence_publication_claim_lock_addendum,True
83,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b34_publication_grade_replication_preflight.json,2f9aeb83380776bdd56ae097b4050c57d7079b0cec75102f8209ea6755dabb27,2f9aeb83380776bdd56ae097b4050c57d7079b0cec75102f8209ea6755dabb27,True,True,core_prev_json;lineage_json:stage3b34_publication_grade_replication_preflight;stage3b34_output:json,True
84,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b34_publication_grade_replication_preflight_acceptance.md,184e5abe9d3e08774f248b0d3701d1c2149ea10afbf3d4ac2312f6d8178b8afc,184e5abe9d3e08774f248b0d3701d1c2149ea10afbf3d4ac2312f6d8178b8afc,True,True,stage3b34_output:acceptance_md,True
85,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b34_publication_grade_replication_preflight_allowed_internal_statements.csv,27435cbb21fe8b56e4d3fab10667e516242b4ae94b6efdd60e90f3d8a39e4642,27435cbb21fe8b56e4d3fab10667e516242b4ae94b6efdd60e90f3d8a39e4642,True,True,stage3b34_output:allowed_internal_statements_csv,True
86,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b34_publication_grade_replication_preflight_artifact_manifest.csv,e1bf8da70e0165898e186865a5810eed1c238e9988f5d01004d59dd12ebac092,e1bf8da70e0165898e186865a5810eed1c238e9988f5d01004d59dd12ebac092,True,True,core_prev_artifact_manifest;stage3b34_output:artifact_manifest_csv,True
87,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b34_publication_grade_replication_preflight_blocked_publication_claims.csv,57f80a642bfb5ff744fa45c66d1219ae173257a522f96c0ec072ad1b4c77bb1d,57f80a642bfb5ff744fa45c66d1219ae173257a522f96c0ec072ad1b4c77bb1d,True,True,stage3b34_output:blocked_publication_claims_csv,True
88,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b34_publication_grade_replication_preflight_evidence_lineage_recap.csv,fc1af185af62c6cbb9d162265787e0aedcdbb00d2ca4ab45ae81dba93d998648,fc1af185af62c6cbb9d162265787e0aedcdbb00d2ca4ab45ae81dba93d998648,True,True,core_prev_lineage;stage3b34_output:evidence_lineage_recap_csv,True
89,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b34_publication_grade_replication_preflight_independent_reviewer_protocol.md,63fad6fcb915223490394574d9a5dd135f14f637cc5914fb123b608224aff8d4,63fad6fcb915223490394574d9a5dd135f14f637cc5914fb123b608224aff8d4,True,True,core_prev_reviewer_protocol;stage3b34_output:independent_reviewer_protocol_md,True
90,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b34_publication_grade_replication_preflight_preflight_manifest.json,fcc71450b3f09f33a625bca55218a804502b976a95ea159b0c1ace9da19294a3,fcc71450b3f09f33a625bca55218a804502b976a95ea159b0c1ace9da19294a3,True,True,core_prev_manifest;lineage_manifest:stage3b34_publication_grade_replication_preflight;stage3b34_output:preflight_manifest,True
91,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b34_publication_grade_replication_preflight_replication_checklist.csv,74ba995f8473ac4f662d2b5488c27e9269e0916482f7bb30fd43067da462d2ac,74ba995f8473ac4f662d2b5488c27e9269e0916482f7bb30fd43067da462d2ac,True,True,core_prev_replication_checklist;stage3b34_output:replication_checklist_csv,True
92,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b34_publication_grade_replication_preflight_replication_preflight_report.md,3c316bb1e428ce03c353f349ae74c4ae55fd756c437708b96e3ba3fd6f90430a,3c316bb1e428ce03c353f349ae74c4ae55fd756c437708b96e3ba3fd6f90430a,True,True,stage3b34_output:replication_report_md,True
93,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b34_publication_grade_replication_preflight_reproducibility_commands.md,59af14dec887532b4aa095cebcb39326572abd1c3c2a149a21cd72d405ba6d43,59af14dec887532b4aa095cebcb39326572abd1c3c2a149a21cd72d405ba6d43,True,True,core_prev_repro_commands;stage3b34_output:reproducibility_commands_md,True
94,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b34_publication_grade_replication_preflight_reviewer_checklist.csv,486a9ab43e50451b4433773b369f8093fd8ca90ab212ab3af6c24facd3a87a8f,486a9ab43e50451b4433773b369f8093fd8ca90ab212ab3af6c24facd3a87a8f,True,True,core_prev_reviewer_checklist;stage3b34_output:reviewer_checklist_csv,True
95,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b34_publication_grade_replication_preflight_tri_anchor_context.csv,7e7b49a0c8b773825ef13d336e27afcdba7567e4205763123dea4fba2b3e6785,7e7b49a0c8b773825ef13d336e27afcdba7567e4205763123dea4fba2b3e6785,True,True,core_prev_tri_anchor;stage3b34_output:tri_anchor_context_csv,True
96,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b34_publication_grade_replication_preflight_tt_lite_publication_scope.md,a4a3e58e4a53e489fac0d54f9c2769c59fcad30d01dbde1e446dbe2bd1f96212,a4a3e58e4a53e489fac0d54f9c2769c59fcad30d01dbde1e446dbe2bd1f96212,True,True,core_prev_tt_lite;stage3b34_output:tt_lite_publication_scope_md,True
97,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b9_additional_production_chains_readiness.json,61f3149a90d2e87fa02bf2ba1f8473ed8aef50c5f82f1b58a390e8d0bad12c34,61f3149a90d2e87fa02bf2ba1f8473ed8aef50c5f82f1b58a390e8d0bad12c34,True,True,lineage_json:stage3b9_additional_production_chains_readiness;required_core_stage_artifact,True
98,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b9_additional_production_chains_readiness_acceptance.md,4a065089acb6cb0d4f8c903123e4ee30e07054abaf067653afa1614d948d049d,4a065089acb6cb0d4f8c903123e4ee30e07054abaf067653afa1614d948d049d,True,True,required_core_stage_artifact,True
99,/home/merwijas/deu_class/CLASS-DEU/deu_validation/stage3b_outputs/stage3b9_additional_production_chains_readiness_readiness_manifest.json,14bc38bd3ad3b9e3c3d3cbeb98302e20872c9bc2df5e48a670793641e4c758c9,14bc38bd3ad3b9e3c3d3cbeb98302e20872c9bc2df5e48a670793641e4c758c9,True,True,lineage_manifest:stage3b9_additional_production_chains_readiness,True
